ID (do not edit),Content type,Element type,Source language (EN),Target language (IT)
"{""contentId"":""1602d5e4-1d63-4468-878e-3a203ec3417d"",""fieldId"":""altText2"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Stone-front Résidence Rampe Major Monaco on hillside near the old town,Résidence Rampe Major Monaco mit Steinfront am Hang in der Nähe der Altstadt
"{""contentId"":""1602d5e4-1d63-4468-878e-3a203ec3417d"",""fieldId"":""priceRent"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">Price on request</p>","<p class=""font_8"">Preis auf Anfrage</p>"
"{""contentId"":""1602d5e4-1d63-4468-878e-3a203ec3417d"",""fieldId"":""numberOfResidences"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,8 units,8 Einheiten
"{""contentId"":""1602d5e4-1d63-4468-878e-3a203ec3417d"",""fieldId"":""eigenschaftTitel"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Authentic Monegasque Heritage with Elevated Character,Authentisches monegassisches Erbe mit gehobenem Charakter
"{""contentId"":""25349b74-1455-437f-a334-2795666ec5a0"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<p class=""font_0""><span style=""font-family:futura-lt-w01-light,sans-serif""><span style=""font-weight:400"">A</span></span></p>","<p class=""font_0""><span style=""font-family:futura-lt-w01-light,sans-serif""><span style=""font-weight:400"">A</span></span></p>"
"{""contentId"":""0d79e54b-db6f-4d14-a727-3fa4267d6845"",""fieldId"":""bedrooms"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">1 - 4</p>","<p class=""font_8"">1 - 4</p>"
"{""contentId"":""0d79e54b-db6f-4d14-a727-3fa4267d6845"",""fieldId"":""1MetaDescription"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Sun Tower is a minimalist high-rise behind the Casino, known for floor-to-ceiling windows, light-filled interiors and prime Monte-Carlo views.","Sun Tower ist ein minimalistisches Hochhaus hinter dem Casino, bekannt für raumhohe Fenster, lichtdurchflutete Innenräume und erstklassige Aussicht auf Monte-Carlo."
"{""contentId"":""0d79e54b-db6f-4d14-a727-3fa4267d6845"",""fieldId"":""parkingFacilities"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Underground parking with lift access,Tiefgarage mit Liftzugang
"{""contentId"":""0d79e54b-db6f-4d14-a727-3fa4267d6845"",""fieldId"":""bedroomsFeatures"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,1 to 4 bedrooms; full-height glass; modern architecture,1 bis 4 Schlafzimmer; raumhohes Glas; moderne Architektur
"{""contentId"":""0d79e54b-db6f-4d14-a727-3fa4267d6845"",""fieldId"":""description"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Sun Tower is a minimalist, high-rise residence just behind the Casino de Monte-Carlo, known for its floor-to-ceiling windows and light-filled interiors.","Sun Tower ist eine minimalistische Hochhausresidenz direkt hinter dem Casino de Monte-Carlo, die für ihre raumhohen Fenster und lichtdurchfluteten Innenräume bekannt ist."
"{""contentId"":""0d79e54b-db6f-4d14-a727-3fa4267d6845"",""fieldId"":""description1"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"With its prime location and discreet entry, Sun Tower is popular with residents seeking modern luxury and privacy.","Mit seiner erstklassigen Lage und dem diskreten Eingang ist der Sun Tower bei Bewohnern beliebt, die modernen Luxus und Privatsphäre suchen."
"{""contentId"":""0d79e54b-db6f-4d14-a727-3fa4267d6845"",""fieldId"":""altText"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Sun Tower Monaco modern high-rise with sea-facing balconies,Modernes Hochhaus Sun Tower Monaco mit Balkonen mit Meerblick
"{""contentId"":""0d79e54b-db6f-4d14-a727-3fa4267d6845"",""fieldId"":""architecturalConcept"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Modernist tower emphasizing vertical light and sea views,Modernistischer Turm mit Schwerpunkt auf vertikalem Licht und Meerblick
"{""contentId"":""0d79e54b-db6f-4d14-a727-3fa4267d6845"",""fieldId"":""servicesAmenities"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Concierge, private elevator, penthouse terraces","Concierge, privater Aufzug, Penthouse-Terrassen"
"{""contentId"":""0d79e54b-db6f-4d14-a727-3fa4267d6845"",""fieldId"":""2Description"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Each apartment offers panoramic views, contemporary layouts, and luxury kitchen installations. Some penthouses include private pools.","Jedes Apartment bietet einen Panoramablick, moderne Grundrisse und luxuriöse Kücheneinrichtungen. Einige Penthäuser verfügen über private Pools."
"{""contentId"":""0d79e54b-db6f-4d14-a727-3fa4267d6845"",""fieldId"":""listingTitle"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Sun Tower,Sonnenturm
"{""contentId"":""0d79e54b-db6f-4d14-a727-3fa4267d6845"",""fieldId"":""price2"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">2.450.000&nbsp;€</p>","<p class=""font_8"">2.450.000&nbsp;€</p>"
"{""contentId"":""0d79e54b-db6f-4d14-a727-3fa4267d6845"",""fieldId"":""livingSpace"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,100 m² to over 400 m²,100 m² bis über 400 m²
"{""contentId"":""0d79e54b-db6f-4d14-a727-3fa4267d6845"",""fieldId"":""altText1"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,View from Sun Tower Monaco overlooking harbour and coastline,Blick vom Sun Tower Monaco auf den Hafen und die Küste
"{""contentId"":""0d79e54b-db6f-4d14-a727-3fa4267d6845"",""fieldId"":""district"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Monte-Carlo,Monte-Carlo
"{""contentId"":""0d79e54b-db6f-4d14-a727-3fa4267d6845"",""fieldId"":""altText2"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Sun Tower Monaco glass facade with panoramic terraces,Glasfassade des Sun Tower Monaco mit Panoramaterrassen
"{""contentId"":""0d79e54b-db6f-4d14-a727-3fa4267d6845"",""fieldId"":""priceRent"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">1.500 € – 39.000 €</p>","<p class=""font_8"">1.500 € – 39.000 €</p>"
"{""contentId"":""0d79e54b-db6f-4d14-a727-3fa4267d6845"",""fieldId"":""numberOfResidences"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Approx. 30 units,Ca. 30 Einheiten
"{""contentId"":""0d79e54b-db6f-4d14-a727-3fa4267d6845"",""fieldId"":""eigenschaftTitel"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Monaco’s Quiet Titan of Contemporary Elegance,Monacos ruhiger Titan zeitgenössischer Eleganz
"{""contentId"":""166c4b31-87ef-4693-9bb4-be359a7ce0e4"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<h1 class=""font_2""><span>PRIVACY POLICY</span></h1>","<h1 class=""font_2""><span>DATENSCHUTZRICHTLINIE</span></h1>"
"{""contentId"":""04fd3d2e-b81a-4010-bfa7-19a934fc333d"",""fieldId"":""bedrooms"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,,
"{""contentId"":""04fd3d2e-b81a-4010-bfa7-19a934fc333d"",""fieldId"":""1MetaDescription"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Villa Victoria is an exclusive residence with classic Monegasque architecture, offering privacy, charm and city proximity.","Villa Victoria ist eine exklusive Residenz mit klassischer monegassischer Architektur, die Privatsphäre, Charme und Stadtnähe bietet."
"{""contentId"":""04fd3d2e-b81a-4010-bfa7-19a934fc333d"",""fieldId"":""parkingFacilities"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Nearby public parking,Öffentlicher Parkplatz in der Nähe
"{""contentId"":""04fd3d2e-b81a-4010-bfa7-19a934fc333d"",""fieldId"":""bedroomsFeatures"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Classic layouts with balconies,Klassische Grundrisse mit Balkonen
"{""contentId"":""04fd3d2e-b81a-4010-bfa7-19a934fc333d"",""fieldId"":""description"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Villa Victoria is an exclusive residence with classic Monegasque architecture, offering privacy and charm.","Villa Victoria ist eine exklusive Residenz mit klassischer monegassischer Architektur, die Privatsphäre und Charme bietet."
"{""contentId"":""04fd3d2e-b81a-4010-bfa7-19a934fc333d"",""fieldId"":""description1"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Located in a quiet street close to the city center and amenities.,Das Hotel liegt in einer ruhigen Straße in der Nähe des Stadtzentrums und aller Annehmlichkeiten.
"{""contentId"":""04fd3d2e-b81a-4010-bfa7-19a934fc333d"",""fieldId"":""altText"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Video of Villa Victoria Monaco elegant residence with balconies and garden,Video der eleganten Residenz Villa Victoria Monaco mit Balkonen und Garten
"{""contentId"":""04fd3d2e-b81a-4010-bfa7-19a934fc333d"",""fieldId"":""architecturalConcept"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Classic Monegasque style with preserved historic features.,Klassischer monegassischer Stil mit erhaltenen historischen Elementen.
"{""contentId"":""04fd3d2e-b81a-4010-bfa7-19a934fc333d"",""fieldId"":""servicesAmenities"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Security access,Sicherheitszugang
"{""contentId"":""04fd3d2e-b81a-4010-bfa7-19a934fc333d"",""fieldId"":""2Description"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Apartments feature high ceilings, traditional detailing, and private balconies.","Die Apartments verfügen über hohe Decken, traditionelle Details und private Balkone."
"{""contentId"":""04fd3d2e-b81a-4010-bfa7-19a934fc333d"",""fieldId"":""listingTitle"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Villa Victoria,Villa Victoria
"{""contentId"":""04fd3d2e-b81a-4010-bfa7-19a934fc333d"",""fieldId"":""price2"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">4.600.000 € – 9.950.000 €</p>","<p class=""font_8"">4.600.000 € – 9.950.000 €</p>"
"{""contentId"":""04fd3d2e-b81a-4010-bfa7-19a934fc333d"",""fieldId"":""livingSpace"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,80 sqm to 200 sqm,80 qm bis 200 qm
"{""contentId"":""04fd3d2e-b81a-4010-bfa7-19a934fc333d"",""fieldId"":""altText1"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Sea and hillside view from Villa Victoria Monaco terraces,Blick auf das Meer und die Hügel von den Terrassen der Villa Victoria Monaco
"{""contentId"":""04fd3d2e-b81a-4010-bfa7-19a934fc333d"",""fieldId"":""district"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Sainte Dévote,Sainte Dévote
"{""contentId"":""04fd3d2e-b81a-4010-bfa7-19a934fc333d"",""fieldId"":""altText2"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Villa Victoria Monaco pastel facade with decorative ironwork,Pastellfassade der Villa Victoria Monaco mit dekorativen Schmiedearbeiten
"{""contentId"":""04fd3d2e-b81a-4010-bfa7-19a934fc333d"",""fieldId"":""priceRent"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">12.000 € – 27.000 €</p>","<p class=""font_8"">12.000 € – 27.000 €</p>"
"{""contentId"":""04fd3d2e-b81a-4010-bfa7-19a934fc333d"",""fieldId"":""numberOfResidences"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Approx. 12 residences,Ca. 12 Residenzen
"{""contentId"":""04fd3d2e-b81a-4010-bfa7-19a934fc333d"",""fieldId"":""eigenschaftTitel"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Charming Period Villa,Charmante historische Villa
"{""contentId"":""1913b117-9c12-461b-9db3-9a390cb0d8f1"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<p class=""font_3""><a dataquery=""LINK_1"">INSTAGRAM</a>&nbsp;&middot;&nbsp;<a dataquery=""LINK_0"">LINKEDIN</a></p>","<p class=""font_3""><a dataquery=""LINK_1"">INSTAGRAM</a>&nbsp;&middot;&nbsp;<a dataquery=""LINK_0"">LINKEDIN</a></p>"
"{""contentId"":""006f9aa6-5fca-4e84-a444-7b0b92ca1c25"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<h1 class=""font_0"">Monaco<br />
Real Estate Market<br />
2025&nbsp;</h1>","<h1 class=""font_0"">Monaco<br />
Immobilienmarkt<br />
2025&nbsp;</h1>"
"{""contentId"":""1f7a0956-f623-4e02-9719-2903557b0f58"",""fieldId"":""bedrooms"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">3</p>","<p class=""font_8"">3</p>"
"{""contentId"":""1f7a0956-f623-4e02-9719-2903557b0f58"",""fieldId"":""1MetaDescription"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Château Périgord II complements its namesake with refined living, sea views and modernized apartments in the La Rousse district.","Das Château Périgord II ergänzt seinen Namensgeber mit edlem Wohnen, Meerblick und modernisierten Apartments im Stadtteil La Rousse."
"{""contentId"":""1f7a0956-f623-4e02-9719-2903557b0f58"",""fieldId"":""parkingFacilities"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Shared underground garage with main tower,Gemeinsame Tiefgarage mit Hauptturm
"{""contentId"":""1f7a0956-f623-4e02-9719-2903557b0f58"",""fieldId"":""bedroomsFeatures"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Studios to 3 bedrooms; some merged units; upgraded systems,Studios bis 3 Schlafzimmer; einige fusionierte Einheiten; modernisierte Systeme
"{""contentId"":""1f7a0956-f623-4e02-9719-2903557b0f58"",""fieldId"":""description"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Château Périgord II complements its larger counterpart, offering refined living with sea views and modern updates.",Das Château Périgord II ergänzt sein größeres Gegenstück und bietet raffiniertes Wohnen mit Meerblick und modernen Updates.
"{""contentId"":""1f7a0956-f623-4e02-9719-2903557b0f58"",""fieldId"":""description1"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Residents share pool access with Château Périgord I and benefit from a concierge, video security, and peaceful community ambiance.","Die Bewohner teilen sich den Zugang zum Pool mit dem Château Périgord I und profitieren von einem Concierge, Videosicherheit und einer friedlichen Gemeinschaftsatmosphäre."
"{""contentId"":""1f7a0956-f623-4e02-9719-2903557b0f58"",""fieldId"":""altText"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Château Périgord II Monaco high-rise adjacent to its twin tower with panoramic sea views,Hochhaus des Château Périgord II in Monaco neben seinem Zwillingsturm mit Panoramablick auf das Meer
"{""contentId"":""1f7a0956-f623-4e02-9719-2903557b0f58"",""fieldId"":""architecturalConcept"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Discreet extension of a luxury classic with modern living standards,Dezente Erweiterung eines Luxusklassikers mit modernem Wohnstandard
"{""contentId"":""1f7a0956-f623-4e02-9719-2903557b0f58"",""fieldId"":""servicesAmenities"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Daytime concierge, pool access, video surveillance","Tages-Concierge, Zugang zum Pool, Videoüberwachung"
"{""contentId"":""1f7a0956-f623-4e02-9719-2903557b0f58"",""fieldId"":""2Description"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"Many apartments have been combined or renovated to offer larger, contemporary layouts with updated kitchens and smart technology.","Viele Wohnungen wurden zusammengelegt oder renoviert, um größere, moderne Grundrisse mit modernisierten Küchen und intelligenter Technologie zu bieten."
"{""contentId"":""1f7a0956-f623-4e02-9719-2903557b0f58"",""fieldId"":""listingTitle"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Château Périgord II,Schloss Périgord II
"{""contentId"":""1f7a0956-f623-4e02-9719-2903557b0f58"",""fieldId"":""price2"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">5.500.000 € – 6.995.000 €</p>","<p class=""font_8"">5.500.000 € – 6.995.000 €</p>"
"{""contentId"":""1f7a0956-f623-4e02-9719-2903557b0f58"",""fieldId"":""livingSpace"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,50 m² to 130 m²,50 m² bis 130 m²
"{""contentId"":""1f7a0956-f623-4e02-9719-2903557b0f58"",""fieldId"":""altText1"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,View of Château Périgord towers in Monaco rising above residential neighbourhood and sea,"Blick auf die Türme des Château Périgord in Monaco, das sich über einem Wohnviertel und dem Meer erhebt"
"{""contentId"":""1f7a0956-f623-4e02-9719-2903557b0f58"",""fieldId"":""district"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,La Rousse / Saint Roman,La Rousse / Heiliger Römer
"{""contentId"":""1f7a0956-f623-4e02-9719-2903557b0f58"",""fieldId"":""altText2"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Facade of Château Périgord II Monaco with staggered balconies and modern design,Fassade des Château Périgord II Monaco mit versetzten Balkonen und modernem Design
"{""contentId"":""1f7a0956-f623-4e02-9719-2903557b0f58"",""fieldId"":""priceRent"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,"<p class=""font_8"">Price on request</p>","<p class=""font_8"">Preis auf Anfrage</p>"
"{""contentId"":""1f7a0956-f623-4e02-9719-2903557b0f58"",""fieldId"":""numberOfResidences"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,Approx. 70 units over 18 floors,Ca. 70 Einheiten auf 18 Etagen
"{""contentId"":""1f7a0956-f623-4e02-9719-2903557b0f58"",""fieldId"":""eigenschaftTitel"",""sequencePath"":[]}",TEXT,LuxuryRealEstateMonaco,The Elevated Continuation of a Classic Legacy,Die gehobene Fortsetzung eines klassischen Erbes
"{""contentId"":""0fe74881-b557-4a39-b9b9-a109b15273cf"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<p class=""font_4""><a dataquery=""#textLink_mfweyxho"">Le Donatello</a><br><br></p>","<p class=""font_4""><a dataquery=""#textLink_mfweyxho"">Le Donatello</a><br><br></p>"
"{""contentId"":""0337990a-c690-4ddc-a27f-1d46070fe764"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 47""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 47,Punkt 47
"{""contentId"":""0337990a-c690-4ddc-a27f-1d46070fe764"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 19""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 19,Punkt 19
"{""contentId"":""0337990a-c690-4ddc-a27f-1d46070fe764"",""fieldId"":""compFeatures.comboBoxInput.data.options.text"",""sequencePath"":[{""seqName"":""options"",""itemId"":""Item 65""}]}",TEXT,wysiwyg.viewer.components.inputs.ComboBoxInput,Item 65,Punkt 65
